poll_time,league_id,matchup_id,home,away,start_time,period,bet_type,side,line,american,is_alt,max_risk,currency_hint,cutoff_at,version
2026-07-26T04:18:01.319120+00:00,1624,1632066275,Gillian Robertson,Mackenzie Dern,2026-08-15T21:00:00Z,0,ml,home,,207,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3668340679
2026-07-26T04:18:01.319120+00:00,1624,1632066275,Gillian Robertson,Mackenzie Dern,2026-08-15T21:00:00Z,0,ml,away,,-248,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3668340679
2026-07-26T04:18:01.319120+00:00,1624,1632061617,Ian Machado Garry,Islam Makhachev,2026-08-15T21:00:00Z,0,ml,home,,253,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3669320646
2026-07-26T04:18:01.319120+00:00,1624,1632061617,Ian Machado Garry,Islam Makhachev,2026-08-15T21:00:00Z,0,ml,away,,-308,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3669320646
2026-07-26T04:18:35.626565+00:00,1624,1632066275,Gillian Robertson,Mackenzie Dern,2026-08-15T21:00:00Z,0,ml,home,,207,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3668340679
2026-07-26T04:18:35.626565+00:00,1624,1632066275,Gillian Robertson,Mackenzie Dern,2026-08-15T21:00:00Z,0,ml,away,,-248,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3668340679
2026-07-26T04:18:35.626565+00:00,1624,1632061617,Ian Machado Garry,Islam Makhachev,2026-08-15T21:00:00Z,0,ml,home,,253,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3669320646
2026-07-26T04:18:35.626565+00:00,1624,1632061617,Ian Machado Garry,Islam Makhachev,2026-08-15T21:00:00Z,0,ml,away,,-308,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3669320646
2026-07-26T04:22:01.575005+00:00,1624,1632066275,Gillian Robertson,Mackenzie Dern,2026-08-15T21:00:00Z,0,ml,home,,207,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3668340679
2026-07-26T04:22:01.575005+00:00,1624,1632066275,Gillian Robertson,Mackenzie Dern,2026-08-15T21:00:00Z,0,ml,away,,-248,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3668340679
2026-07-26T04:22:01.575005+00:00,1624,1632061617,Ian Machado Garry,Islam Makhachev,2026-08-15T21:00:00Z,0,ml,home,,253,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3669320646
2026-07-26T04:22:01.575005+00:00,1624,1632061617,Ian Machado Garry,Islam Makhachev,2026-08-15T21:00:00Z,0,ml,away,,-308,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3669320646
2026-07-26T04:37:01.583085+00:00,1624,1632066275,Gillian Robertson,Mackenzie Dern,2026-08-15T21:00:00Z,0,ml,home,,207,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3668340679
2026-07-26T04:37:01.583085+00:00,1624,1632066275,Gillian Robertson,Mackenzie Dern,2026-08-15T21:00:00Z,0,ml,away,,-248,0,2050.0,account_ccy,2026-08-15T21:00:00+00:00,3668340679
